rest_id,c_id,city_id,restaurant_name,cuisine_type,address_raw,price_tier,rating,reviews,ranking,hours,phone,website,created_at,updated_at
6004,19,60,U Fukiera,Historic,Rynek Starego Miasta,Luxury,4.4,"3,550",#15,12:00-23:00,+48 22,ufukiera.pl,3/11/2026,
6101,19,61,Wierzynek,Historic,"Rynek G?ówny 15, Krakow",Luxury,4.5,4200,#5,12:00-23:00,+48 12,wierzynek.pl,3/11/2026,
6102,19,61,Morskie Oko,Traditional,"Szczepa?ska 8, Krakow",Midrange,4.7,8500,#2,12:00-00:00,+48 12,morskieoko.pl,3/11/2026,
6103,19,61,Starka,Polish,"Józefa 14, Krakow",Midrange,4.8,5200,#1,12:00-23:00,+48 12,starka-restauracja.pl,3/11/2026,
6104,19,61,Milkbar Tomasza,Budget,?wi?tego Tomasza 24,Budget,4.6,6800,#10,08:00-20:00,+48 12,milkbartomasza.pl,3/11/2026,
6201,19,62,Konspira,Traditional,"Plac Solny 11, Wroclaw",Midrange,4.8,8550,#1,12:00-23:00,+48 71,restauracjakonspira.pl,3/11/2026,
6202,19,62,Piwnica ?widnicka,Historic,"Ratusz 1, Wroclaw",Luxury,4.4,12200,#5,12:00-00:00,+48 71,piwnicaswidnicka.pl,3/11/2026,
6203,19,62,Whiskey in the Jar,Grill,"Rynek 48, Wroclaw",Midrange,4.6,9520,#3,12:00-01:00,+48 71,whiskeyinthejar.pl,3/11/2026,
6204,19,62,Pierogarnia,Budget,"Rynek 26, Wroclaw",Budget,4.7,15100,#1,11:00-22:00,+48 71,pierogarnie.com,3/11/2026,
6301,20,63,Belcanto,Fine Dining,Rua Serpa Pinto 10A,Luxury,4.9,2550,#1,12:30-23:00,+351 21,belcanto.pt,3/11/2026,
6302,20,63,Ramiro,Seafood,Av. Almirante Reis 1,Midrange,4.6,32100,#2,12:00-00:00,+351 21,cervejariaramiro.pt,3/11/2026,
6303,20,63,Time Out Market,Food Hall,Av. 24 de Julho,Budget,4.5,85600,#1,10:00-00:00,+351 21,timeoutmarket.com,3/11/2026,
6304,20,63,A Casa do Bacalhau,Traditional,Rua do Grilo 54,Midrange,4.4,5250,#15,12:00-23:00,+351 21,acasadobacalhau.com,3/11/2026,
6401,20,64,The Yeatman,Fine Dining,"Rua do Choupelo, Gaia",Luxury,4.8,1850,#1,13:00-22:30,+351 22,the-yeatman.com,3/11/2026,
6402,20,64,Cafe Santiago,Francesinha,Rua Passos Manuel 226,Budget,4.6,15200,#1,11:00-23:00,+351 22,cafesantiago.pt,3/11/2026,
6403,20,64,Cantinho Avillez,Modern,Rua de Mouzinho 166,Midrange,4.7,4550,#5,12:30-23:00,+351 22,cantinhodoavillez.pt,3/11/2026,
6404,20,64,Ode Porto Wine,Wine/Tapas,Largo do Terreiro 7,Luxury,4.6,1150,#10,18:00-23:00,+351 91,odeportowine.pt,3/11/2026,
6501,20,65,Tascantiga,Tapas/Petiscos,"Rua das Padarias 1, Sintra",Midrange,4.6,2800,#3,12:00-22:00,+351 21,tascantiga.pt,3/11/2026,
6502,20,65,Incomum,Modern,Rua Dr. Alfredo da Costa,Midrange,4.7,3500,#2,12:00-23:00,+351 21,incomum.pt,3/11/2026,
6503,20,65,Piriquita,Pastry,"Rua das Padarias 1, Sintra",Budget,4.5,12000,#1,09:00-20:00,+351 21,piriquita.pt,3/11/2026,
6504,20,65,Lab by Sergi Arola,Fine Dining,Penha Longa Resort,Luxury,4.8,850,#1,19:00-22:30,+351 21,penhalonga.com,3/11/2026,
6601,21,66,Fran,International,Bulevar oslobo?enja 18,Luxury,4.7,5200,#5,09:00-00:00,+381 11,frans.rs,3/11/2026,
6602,21,66,Manufaktura,Balkan,"Kralja Petra 13, Belgrade",Midrange,4.5,8900,#8,09:00-00:00,+381 11,manufaktura.rs,3/11/2026,
6603,21,66,Walter,?evapi,Strahinji?a Bana,Budget,4.6,12500,#1,09:00-23:00,+381 11,walter.rs,3/11/2026,
6604,21,66,Tri eira,Historic,"Skadarska 29, Belgrade",Midrange,4.4,15400,#12,11:00-01:00,+381 11,trisesira.rs,3/11/2026,
6701,21,67,Pleasure,Modern,"Kopitareva 7, Nis",Midrange,4.7,2550,#1,08:00-00:00,+381 18,pleasure.rs,3/11/2026,
6702,21,67,Hamam,Mediterranean,Nis Fortress,Luxury,4.6,1250,#3,11:00-23:00,+381 18,hamam.rs,3/11/2026,
6703,21,67,Kafana Galija,Historic,"Nikole Pai?a 35, Nis",Midrange,4.5,3250,#5,09:00-00:00,+381 18,kafanagalija.rs,3/11/2026,
6704,21,67,Meze,Traditional,"Tinkers Alley, Nis",Budget,4.8,2150,#2,09:00-23:00,+381 18,meze.rs,3/11/2026,
6801,21,68,Project 72,Serbian Modern,"Kosovska 15, Novi Sad",Luxury,4.8,1550,#1,12:00-23:00,+381 21,project72.rs,3/11/2026,
6802,21,68,Fish & Zelenish,Seafood,"Skerli?eva 2, Novi Sad",Midrange,4.7,2250,#2,12:00-23:00,+381 21,fishizelenish.com,3/11/2026,
6803,21,68,Toster,Burger Bar,"Zmaj Jovina 24, Novi Sad",Budget,4.6,4550,#5,10:00-00:00,+381 21,toster.rs,3/11/2026,
6804,21,68,Terasa,International,Petrovaradin Fortress,Luxury,4.5,3150,#10,11:00-00:00,+381 21,terasa.rs,3/11/2026,
6901,22,69,Restavracija JB,Fine Dining,Mikloi?eva 19,Luxury,4.7,1250,#1,12:00-22:00,+386 1,jb-restavracija.com,3/11/2026,
6902,22,69,Julija,Traditional,"Stari trg 9, Ljubljana",Midrange,4.6,5550,#2,11:00-23:00,+386 1,julija-ljubljana.com,3/11/2026,
6903,22,69,Klobasarna,Street Food,Ciril-Metodov trg 15,Budget,4.8,8550,#1,10:00-21:00,+386 51,klobasarna.si,3/11/2026,
6904,22,69,Gostilna Sokol,Historic,Ciril-Metodov trg 18,Midrange,4.4,6250,#10,11:00-23:00,+386 1,gostilna-sokol.com,3/11/2026,
7001,22,70,Bled Castle Rest.,Modern Slovene,"Castle Cliff, Bled",Luxury,4.6,3850,#1,11:00-22:00,+386 4,jezersek.si,3/11/2026,
7002,22,70,Ostarija Peglez'n,Seafood,"Cesta svobode 19, Bled",Midrange,4.5,2800,#3,12:00-23:00,+386 4,peglezn.si,3/11/2026,
7003,22,70,Sla?i?arna Park,Dessert,"Cesta svobode 15, Bled",Budget,4.4,15000,#1,09:00-21:00,+386 4,sava-hotels.com,3/11/2026,
7004,22,70,Pizzeria Rustika,Pizza,Ljubljanska cesta 14,Budget,4.7,4500,#2,12:00-23:00,+386 4,rustika.si,3/11/2026,
7101,22,71,Fritolin pri Cant.,Street Seafood,Prvomajski trg 10,Budget,4.7,3550,#1,11:00-21:00,+386 51,fritolin.si,3/11/2026,
7102,22,71,Pirat,Seafood,"upan?i?eva 26, Piran",Midrange,4.5,4250,#3,12:00-23:00,+386 5,piratpiran.si,3/11/2026,
7103,22,71,Pavel & Pavel 2,Mediterranean,Preernovo nabreje,Midrange,4.4,5550,#5,11:00-23:00,+386 5,pavel.si,3/11/2026,
7104,22,71,Restaurant Neptun,Seafood,"Dantejeva 4, Piran",Luxury,4.6,1550,#2,12:00-22:00,+386 5,neptunpiran.si,3/11/2026,
7201,23,72,Botķn,Historic,Calle Cuchilleros 17,Midrange,4.5,18500,#10,13:00-23:00,+34 913,botin.es,3/11/2026,
7202,23,72,DiverXO,Creative,C. del Padre Damiįn 23,Luxury,4.8,3200,#1,13:00-22:00,+34 917,diverxo.com,3/11/2026,
7203,23,72,San Miguel,Food Market,Plaza de San Miguel,Budget,4.4,155000,#1,10:00-00:00,+34 915,mercadodesanmiguel.es,3/11/2026,
7204,23,72,Casa Toni,Tapas/Budget,Calle de la Cruz 14,Budget,4.6,2800,#25,12:00-23:30,+34 915,casatoni.es,3/11/2026,
7301,23,73,Disfrutar,Modern,C. de Villarroel 163,Luxury,4.9,4500,#1,13:00-22:00,+34 933,disfrutarbarcelona.com,3/11/2026,
7302,23,73,Can Culleretes,Historic,Carrer d'en Quintana 5,Midrange,4.3,12500,#20,13:30-22:30,+34 933,culleretes.com,3/11/2026,
7303,23,73,La Boqueria,Food Market,La Rambla 91,Budget,4.5,185000,#1,08:00-20:00,+34 933,boqueria.barcelona,3/11/2026,
7304,23,73,Cervecerķa Catal.,Tapas,C. de Mallorca 236,Midrange,4.6,15200,#5,09:00-01:30,+34 932,cerveceriacatalana.es,3/11/2026,
7401,23,74,Cańabota,Seafood,"Calle Orfila 3, Seville",Luxury,4.8,1250,#1,13:30-22:30,+34 954,canabota.es,3/11/2026,
7402,23,74,Eslava,Tapas,"Calle Eslava 3, Seville",Midrange,4.8,9250,#2,12:30-00:00,+34 954,espacioeslava.com,3/11/2026,
7403,23,74,El Pinton,Modern Tapas,"Calle Francos 42, Seville",Midrange,4.5,3250,#5,13:00-00:00,+34 955,elpinton.com,3/11/2026,
7404,23,74,Bar El Comercio,Churros/Budget,"Calle Lineros 9, Seville",Budget,4.7,8550,#1,07:30-21:00,+34 954,barelcomercio.es,3/11/2026,
7501,23,75,Ricard Camarena,Fine Dining,"Av. de Burjassot, Val.",Luxury,4.9,980,#1,13:30-22:00,+34 963,ricardcamarena.com,3/11/2026,
7502,23,75,La Pepica,Paella,Passeig de Neptś 6,Midrange,4.3,12200,#10,13:00-23:00,+34 963,lapepica.com,3/11/2026,
7503,23,75,Central Bar,Tapas,"Mercat Central, Val.",Midrange,4.6,4550,#2,09:00-15:30,+34 963,centralbar.es,3/11/2026,
7504,23,75,Horchateria Santa,Drink/Snack,Plaza de la Reina 11,Budget,4.5,18200,#1,09:00-00:00,+34 963,santa-catalina.com,3/11/2026,
7505,23,76,El Lechuguita,Spanish Tapas,"C. Virgen de los Remedios, 35, 29400 Ronda",Budget,4.4,"5,120",#1 Tapas,"12:30-15:30, 20:00-23:45",+34 952 87 14 36,facebook.com,3/11/2026,
7506,23,76,Tropicana,Mediterranean,"C. Virgen de la Paz, 9, 29400 Ronda",Midrange,4.9,"4,052",#1 Overall,"13:00-16:00, 19:30-23:00",+34 952 87 89 85,tropicana.es,3/11/2026,
7507,23,76,Casa Maria,Mediterranean,"Pl. Ruedo Alameda, 27, 29400 Ronda",Midrange,4.7,"4,142",#3 Overall,"13:30-16:00, 20:00-23:00",+34 952 87 62 12,casamaria.es,3/11/2026,
7508,23,76,Bardal,Modern Andalusian,"C. José Aparicio, 1, 29400 Ronda",Luxury,4.8,425,#1 Fine Dining,"13:30-15:00, 20:30-22:00",+34 952 87 57 59,bardal.com,3/11/2026,
7509,24,77,Totemo Ramen,Japanese/Ramen,"Sankt Eriksgatan 70, 113 20 Stockholm",Budget,4.6,"1,120",#5 Quick Bite,11:00-14:00,+46 8 30 10 30,totemoramen.com,3/11/2026,
7510,24,77,Stockholms Gästabud,Swedish,"Österlånggatan 7, 111 31 Stockholm",Midrange,4.7,"6,393",#8 Overall,12:00-22:00,+46 8 21 99 21,gastabud.se,3/11/2026,
7511,24,77,Restaurang Kryp In,Swedish/European,"Prästgatan 17, 111 29 Stockholm",Midrange,4.5,"1,909",#10 Overall,17:00-23:00,+46 8 20 88 45,krypin.se,3/11/2026,
7512,24,77,Frantzén,Nordic/Japanese,"Klara Norra kyrkogata 26, 111 22 Stockholm",Luxury,4.8,741,#1 Fine Dining,12:00-23:30,+46 8 20 85 80,frantzen.com,3/11/2026,
7513,24,78,En Deli Haga,Mediterranean,"Haga Nygata 15, 411 22 Göteborg",Budget,4.5,890,#4 Quick Bite,10:00-18:00,+46 31 13 06 20,endelihaga.se,3/11/2026,
7514,24,78,Bord 27,European/Swedish,"Haga kyrkogata 14, 411 23 Göteborg",Midrange,4.7,"1,661",#1 Overall,17:00-22:30,+46 31 10 90 50,bord27.se,3/11/2026,
7515,24,78,Natur,Swedish/European,"Geijersgatan 12, 411 34 Göteborg",Midrange,4.6,711,#5 Overall,17:00-00:00,+46 31 16 08 88,restaurangnatur.se,3/11/2026,
7516,24,78,Sjömagasinet,Seafood,"Adolf Edelsvärds gata 5, 414 51 Göteborg",Luxury,4.6,"1,250",#2 Fine Dining,11:30-23:00,+46 31 775 59 20,sjomagasinet.se,3/11/2026,
7517,24,79,Mille Lire,Italian/Pizza,"Södra Kyrkogatan 11, 621 56 Visby",Budget,4.1,550,#1 Pizza,11:00-21:00,+46 498 21 11 00,millelire.se,3/11/2026,
7518,24,79,Bakfickan,Seafood/Swedish,"Stora torget 1, 621 56 Visby",Midrange,4.6,"1,401",#2 Overall,11:00-22:00,+46 498 27 18 07,bakfickan.se,3/11/2026,
7519,24,79,Surfers Visby,Chinese/Asian,"Södra Kyrkogatan 1, 621 56 Visby",Midrange,4.5,"1,150",#4 Overall,17:00-00:00,+46 498 21 18 00,surfersvisby.se,3/11/2026,
7520,24,79,Lilla Bjers,Farm-to-table,"Västerhejde Lilla Bjers 410, 621 99 Visby",Luxury,4.5,620,#1 Eco-friendly,12:00-22:00,+46 498 65 24 38,lillabjers.se,3/11/2026,
7521,25,80,Tibits,Vegetarian/Vegan,"Gurtengasse 4, 3011 Bern",Budget,4.4,"1,850",#2 Veggie,08:00-23:00,+41 31 313 02 22,tibits.ch,3/11/2026,
7522,25,80,Kornhausgalerie,Swiss/European,"Kornhausplatz 18, 3011 Bern",Midrange,4.5,520,#8 Overall,11:30-23:30,+41 31 327 72 72,kornhaus.ch,3/11/2026,
7523,25,80,Altes Tramdepot,Swiss/Brewery,"Grosser Muristalden 6, 3006 Bern",Midrange,4.3,"2,900",#12 Overall,10:00-00:30,+41 31 368 14 15,altestramdepot.ch,3/11/2026,
7524,25,80,Steinhalle,Modern European,"Helvetiaplatz 5, 3005 Bern",Luxury,4.7,480,#1 Fine Dining,"11:30-14:00, 18:00-23:00",+41 31 351 51 00,steinhalle.ch,3/11/2026,
7525,25,81,Pastarazzi,Italian/Pasta,"Hirschmattstrasse 13, 6003 Luzern",Budget,4.6,820,#3 Quick Bite,11:00-21:00,+41 41 210 20 20,pastarazzi.ch,3/11/2026,
7526,25,81,Wirtshaus Galliker,Traditional Swiss,"Schützenstrasse 1, 6003 Luzern",Midrange,4.5,980,#5 Overall,11:30-23:00,+41 41 240 10 02,galliker.ch,3/11/2026,
7527,25,81,Burgerstube,Swiss,"Bahnhofstrasse 30, 6003 Luzern",Midrange,4.4,750,#10 Overall,11:30-22:30,+41 41 210 16 66,wilden-mann.ch,3/11/2026,
7528,25,81,Old Swiss House,Swiss,"Löwenplatz 4, 6004 Luzern",Luxury,4.5,"1,450",#3 Fine Dining,11:30-23:00,+41 41 410 61 71,oldswisshouse.ch,3/11/2026,
7529,25,82,Stefanie's Creperie,Dessert/Crepes,"Hofmattstrasse 7, 3920 Zermatt",Budget,4.7,410,#2 Dessert,11:00-19:00,+41 27 967 15 15,zermatt.ch,3/11/2026,
7530,25,82,Chez Vrony,Swiss/International,"Findeln, 3920 Zermatt",Midrange,4.5,"2,100",#1 Overall,10:00-17:00,+41 27 967 25 52,chezvrony.ch,3/11/2026,
7531,25,82,Findlerhof,Swiss/European,"Findeln, 3920 Zermatt",Midrange,4.6,950,#4 Overall,09:00-17:00,+41 27 967 25 88,findlerhof.ch,3/11/2026,
7532,25,82,After Seven,Fine Dining,"Hofmattstrasse 4, 3920 Zermatt",Luxury,4.8,320,#1 Fine Dining,19:00-23:00,+41 27 966 69 70,backstagehotel.ch,3/11/2026,
7533,26,83,Beigel Bake,Bakery/Jewish,"159 Brick Ln, London E1 6SB",Budget,4.5,"12,400",#1 Bakery,24 Hours,+44 20 7729 0616,bricklanebeigel.co.uk,3/11/2026,
7534,26,83,Dishoom,Indian,"12 Upper St. Martin's Ln, London WC2H 9FB",Midrange,4.6,"15,200",#5 Overall,08:00-23:00,+44 20 7420 9320,dishoom.com,3/11/2026,
7535,26,83,St. JOHN,British,"26 St John St, London EC1M 4AY",Midrange,4.5,"3,100",#20 Overall,12:00-22:00,+44 20 7251 0848,stjohnrestaurant.com,3/11/2026,
7536,26,83,The Ledbury,Modern British,"127 Ledbury Rd, London W11 2AQ",Luxury,4.7,"1,850",#3 Fine Dining,18:30-21:45,+44 20 7792 9090,theledbury.com,3/11/2026,
7537,26,84,Oink,Scottish/BBQ,"34 Victoria St, Edinburgh EH1 2JW",Budget,4.6,"4,200",#2 Quick Bite,11:00-17:00,+44 7771 968201,oinkhogroast.co.uk,3/11/2026,
7538,26,84,Makars Mash Bar,Scottish,"9-12 North Bank St, Edinburgh EH1 2LP",Midrange,4.8,"4,500",#2 Overall,12:00-21:00,+44 131 226 1178,makarsmash.com,3/11/2026,
7539,26,84,The Scran & Scallie,Gastropub,"1 Comely Bank Rd, Edinburgh EH4 1DT",Midrange,4.5,"3,800",#15 Overall,12:00-22:00,+44 131 332 6281,scranandscallie.com,3/11/2026,
7540,26,84,The Kitchin,Modern British,"78 Commercial St, Leith, Edinburgh EH6 6LX",Luxury,4.7,"2,900",#1 Fine Dining,"12:00-14:30, 18:30-22:00",+44 131 555 1755,thekitchin.com,3/11/2026,
7541,26,85,Chai Walla,Indian Street Food,"42 Monmouth St, Bath BA1 2AN",Budget,4.8,"1,200",#1 Quick Bite,11:00-18:00,+44 7500 000000,facebook.com,3/11/2026,
7542,26,85,Sotto Sotto,Italian,"10 North Parade, Bath BA2 4AL",,4.7,"4,200",#1 Overall,12:00-22:30,+44 1225 330236,sottosotto.co.uk,3/11/2026,
7543,26,85,The Scallop Shell,Seafood,"22 Monmouth St, Bath BA1 2AY",Midrange,4.6,"3,100",#5 Overall,12:00-21:30,+44 1225 420340,thescallopshell.co.uk,3/11/2026,
7544,26,85,The Olive Tree,British Fine Dining,"4-7 Russel St, Bath BA1 2LL",Luxury,4.6,850,#2 Fine Dining,18:30-21:00,+44 1225 447920,olivetreebath.co.uk,3/11/2026,
7545,26,86,Shambles Kitchen,Sandwiches,"28 Shambles, York YO1 7LX",Budget,4.7,"1,150",#3 Quick Bite,11:00-16:00,+44 1904 674684,shambleskitchen.co.uk,3/11/2026,
7546,26,86,The Star Inn The City,British/European,"Lendal Bridge, York YO1 7PR",Midrange,4.4,"3,100",#12 Overall,09:30-22:00,+44 1904 619208,starinnthecity.co.uk,3/11/2026,
7547,26,86,Skosh,Contemporary,"98 Micklegate, York YO1 6JX",Midrange,4.8,"1,450",#1 Overall,"12:00-14:00, 17:30-21:00",+44 1904 634849,skoshyork.co.uk,3/11/2026,
7548,26,86,Roots York,Modern British,"68 Marygate, York YO30 7BH",Luxury,4.7,720,#2 Fine Dining,18:00-21:30,+44 1904 615561,rootsyork.com,3/11/2026,
